,Year,Week,Day,Base_Team,Opp,Home,After_Bye,Wins Tally,PF Tally,PA Tally,OPassY Tally,ORushY Tally,OTotYd Tally,TO_lost Tally,DPassY Tally,DRushY Tally,DTotYd Tally,TO_won Tally,Head_Coach,OC,DC,QB,Results
4050,2020,3,Sun,Broncos,Buccaneers,1.0,0,0.0,35.0,42.0,431.0,211.0,642.0,3.0,548.0,239.0,787.0,2.0,Vic Fangio,Pat Shurmur,Ed Donatell,Jeff Driskel,0.0
4066,2019,3,Sun,Broncos,Packers,0.0,0,0.0,30.0,40.0,531.0,185.0,716.0,1.0,379.0,251.0,630.0,0.0,Vic Fangio,Rich Scangarello,Ed Donatell,Joe Flacco,0.0
4082,2018,3,Sun,Broncos,Ravens,0.0,0,2.0,47.0,43.0,541.0,314.0,855.0,4.0,523.0,156.0,679.0,3.0,Vance Joseph,Bill Musgrave,Joe Woods,Case Keenum,0.0
4098,2017,3,Sun,Broncos,Bills,0.0,0,2.0,66.0,38.0,383.0,318.0,701.0,4.0,413.0,104.0,517.0,3.0,Vance Joseph,Mike McCoy,Joe Woods,Trevor Siemian,0.0
4114,2016,3,Sun,Broncos,Bengals,0.0,0,2.0,55.0,40.0,425.0,282.0,707.0,4.0,346.0,240.0,586.0,3.0,Gary Kubiak,Rick Dennison,Wade Phillips,Trevor Siemian,1.0
4130,2015,3,Sun,Broncos,Lions,0.0,0,2.0,50.0,37.0,388.0,130.0,518.0,2.0,267.0,220.0,487.0,7.0,Gary Kubiak,Rick Dennison,Wade Phillips,Peyton Manning,1.0
4146,2014,3,Sun,Broncos,Seahawks,0.0,0,2.0,55.0,41.0,496.0,190.0,686.0,0.0,601.0,187.0,788.0,2.0,John Fox,Adam Gase,Jack Del Rio,Peyton Manning,0.0
4162,2013,3,Mon,Broncos,Raiders,1.0,0,2.0,90.0,50.0,752.0,172.0,924.0,3.0,688.0,81.0,769.0,6.0,John Fox,Adam Gase,Jack Del Rio,Peyton Manning,1.0
4178,2012,3,Sun,Broncos,Texans,1.0,0,1.0,52.0,46.0,458.0,212.0,670.0,5.0,417.0,142.0,559.0,1.0,John Fox,Mike McCoy,Jack Del Rio,Peyton Manning,0.0
4194,2011,3,Sun,Broncos,Titans,0.0,0,1.0,44.0,45.0,459.0,169.0,628.0,5.0,409.0,262.0,671.0,1.0,John Fox,Mike McCoy,Dennis Allen,Tim Tebow,0.0
4210,2010,3,Sun,Broncos,Colts,1.0,0,1.0,48.0,38.0,578.0,154.0,732.0,2.0,395.0,243.0,638.0,4.0,Josh McDaniels,Mike McCoy,Don Martindale,Kyle Orton,0.0
4226,2020,3,Sun,Colts,Jets,1.0,0,1.0,48.0,38.0,560.0,239.0,799.0,3.0,245.0,171.0,416.0,3.0,Frank Reich,Nick Sirianni,Matt Eberflus,Philip Rivers,1.0
4242,2019,3,Sun,Colts,Falcons,1.0,0,1.0,43.0,47.0,294.0,370.0,664.0,2.0,429.0,249.0,678.0,2.0,Frank Reich,Nick Sirianni,Matt Eberflus,Jacoby Brissett,1.0
4258,2018,3,Sun,Colts,Eagles,0.0,0,1.0,44.0,43.0,482.0,179.0,661.0,4.0,498.0,166.0,664.0,3.0,Frank Reich,Nick Sirianni,Matt Eberflus,Andrew Luck,0.0
4274,2017,3,Sun,Colts,Browns,1.0,0,0.0,22.0,62.0,340.0,151.0,491.0,4.0,616.0,146.0,762.0,2.0,Chuck Pagano,Rob Chudzinski,Ted Monachino,Jacoby Brissett,1.0
4290,2016,3,Sun,Colts,Chargers,1.0,0,0.0,55.0,73.0,538.0,165.0,703.0,2.0,598.0,250.0,848.0,1.0,Chuck Pagano,Rob Chudzinski,Ted Monachino,Andrew Luck,1.0
4306,2015,3,Sun,Colts,Titans,0.0,0,0.0,21.0,47.0,490.0,157.0,647.0,8.0,438.0,248.0,686.0,1.0,Chuck Pagano,Pep Hamilton,Greg Manusky,Matt Hasselbeck,1.0
4322,2014,3,Sun,Colts,Jaguars,0.0,0,0.0,51.0,61.0,526.0,223.0,749.0,4.0,590.0,229.0,819.0,1.0,Chuck Pagano,Pep Hamilton,Greg Manusky,Andrew Luck,1.0
4338,2013,3,Sun,Colts,49ers,0.0,0,1.0,41.0,41.0,462.0,260.0,722.0,1.0,498.0,272.0,770.0,3.0,Chuck Pagano,Pep Hamilton,Greg Manusky,Andrew Luck,1.0
4354,2012,3,Sun,Colts,Jaguars,1.0,0,1.0,44.0,61.0,487.0,147.0,634.0,5.0,546.0,209.0,755.0,2.0,Chuck Pagano,Bruce Arians,Greg Manusky,Andrew Luck,0.0
4370,2011,3,Sun,Colts,Steelers,1.0,0,0.0,26.0,61.0,348.0,173.0,521.0,4.0,414.0,273.0,687.0,4.0,Jim Caldwell,Clyde Christensen,Larry Coyer,Curtis Painter,0.0
4386,2010,3,Sun,Colts,Broncos,0.0,0,1.0,62.0,48.0,669.0,204.0,873.0,2.0,235.0,377.0,612.0,4.0,Jim Caldwell,Clyde Christensen,Larry Coyer,Peyton Manning,1.0
4402,2020,3,Sun,Texans,Steelers,0.0,0,0.0,36.0,67.0,495.0,169.0,664.0,3.0,380.0,396.0,776.0,0.0,Bill O'Brien,Tim Kelly,Anthony Weaver,Deshaun Watson,0.0
4418,2019,3,Sun,Texans,Chargers,0.0,0,1.0,41.0,42.0,371.0,306.0,677.0,1.0,540.0,251.0,791.0,2.0,Bill O'Brien,Tim Kelly,Romeo Crennel,Deshaun Watson,1.0
4434,2018,3,Sun,Texans,Giants,1.0,0,0.0,37.0,47.0,447.0,315.0,762.0,3.0,450.0,222.0,672.0,3.0,Bill O'Brien,Bill O'Brien,Romeo Crennel,Deshaun Watson,0.0
4450,2017,3,Sun,Texans,Patriots,0.0,0,1.0,20.0,38.0,208.0,261.0,469.0,4.0,338.0,237.0,575.0,1.0,Bill O'Brien,Bill O'Brien,Mike Vrabel,Tom Savage,0.0
4466,2016,3,Thu,Texans,Patriots,0.0,0,2.0,42.0,26.0,469.0,226.0,695.0,3.0,357.0,192.0,549.0,4.0,Bill O'Brien,George Godsey,Romeo Crennel,Brock Osweiler,0.0
4482,2015,3,Sun,Texans,Buccaneers,1.0,0,0.0,37.0,51.0,537.0,159.0,696.0,3.0,411.0,269.0,680.0,1.0,Bill O'Brien,George Godsey,Romeo Crennel,Brian Hoyer,1.0
4498,2014,3,Sun,Texans,Giants,0.0,0,2.0,47.0,20.0,345.0,303.0,648.0,1.0,504.0,232.0,736.0,6.0,Bill O'Brien,Bill O'Brien,Romeo Crennel,Ryan Fitzpatrick,0.0
4514,2013,3,Sun,Texans,Ravens,0.0,0,2.0,61.0,52.0,609.0,292.0,901.0,3.0,312.0,199.0,511.0,1.0,Gary Kubiak,Rick Dennison,Wade Phillips,Matt Schaub,0.0
4530,2012,3,Sun,Texans,Broncos,0.0,0,2.0,57.0,17.0,449.0,299.0,748.0,0.0,251.0,141.0,392.0,5.0,Gary Kubiak,Rick Dennison,Wade Phillips,Matt Schaub,1.0
4546,2011,3,Sun,Texans,Saints,0.0,0,2.0,57.0,20.0,424.0,305.0,729.0,3.0,325.0,217.0,542.0,4.0,Gary Kubiak,Rick Dennison,Wade Phillips,Matt Schaub,0.0
4562,2010,3,Sun,Texans,Cowboys,1.0,0,2.0,64.0,51.0,566.0,315.0,881.0,2.0,822.0,62.0,884.0,1.0,Gary Kubiak,Rick Dennison,Frank Bush,Matt Schaub,0.0
4578,2020,3,Sun,Jets,Colts,0.0,0,0.0,30.0,58.0,375.0,156.0,531.0,2.0,483.0,280.0,763.0,3.0,Adam Gase,Dowell Loggains,Gregg Williams,Sam Darnold,0.0
4594,2019,3,Sun,Jets,Patriots,0.0,0,0.0,19.0,40.0,324.0,161.0,485.0,2.0,547.0,198.0,745.0,5.0,Adam Gase,Dowell Loggains,Gregg Williams,Sam Darnold,0.0
4610,2018,3,Thu,Jets,Browns,0.0,0,1.0,60.0,37.0,500.0,211.0,711.0,5.0,422.0,174.0,596.0,7.0,Todd Bowles,Jeremy Bates,Kacy Rodgers,Sam Darnold,0.0
4626,2017,3,Sun,Jets,Dolphins,1.0,0,0.0,32.0,66.0,321.0,164.0,485.0,4.0,448.0,370.0,818.0,1.0,Todd Bowles,John Morton,Kacy Rodgers,Josh McCown,1.0
4642,2016,3,Sun,Jets,Chiefs,0.0,0,1.0,59.0,54.0,558.0,275.0,833.0,2.0,631.0,143.0,774.0,2.0,Todd Bowles,Chan Gailey,Kacy Rodgers,Ryan Fitzpatrick,0.0
4658,2015,3,Sun,Jets,Eagles,1.0,0,2.0,51.0,17.0,422.0,255.0,677.0,2.0,467.0,197.0,664.0,10.0,Todd Bowles,Chan Gailey,Kacy Rodgers,Ryan Fitzpatrick,0.0
4674,2014,3,Mon,Jets,Bears,1.0,0,1.0,43.0,45.0,356.0,359.0,715.0,3.0,443.0,105.0,548.0,1.0,Rex Ryan,Marty Mornhinweg,Dennis Thurman,Geno Smith,0.0
4690,2013,3,Sun,Jets,Bills,1.0,0,1.0,28.0,30.0,403.0,219.0,622.0,6.0,363.0,119.0,482.0,2.0,Rex Ryan,Marty Mornhinweg,Dennis Thurman,Geno Smith,1.0
4706,2012,3,Sun,Jets,Dolphins,0.0,0,1.0,58.0,55.0,395.0,208.0,603.0,2.0,460.0,261.0,721.0,4.0,Rex Ryan,Tony Sparano,Mike Pettine,Mark Sanchez,1.0
4722,2011,3,Sun,Jets,Raiders,0.0,0,2.0,59.0,27.0,497.0,146.0,643.0,4.0,417.0,176.0,593.0,7.0,Rex Ryan,Brian Schottenheimer,Mike Pettine,Mark Sanchez,0.0
4738,2010,3,Sun,Jets,Dolphins,0.0,0,1.0,37.0,24.0,260.0,252.0,512.0,1.0,472.0,101.0,573.0,6.0,Rex Ryan,Brian Schottenheimer,Mike Pettine,Mark Sanchez,1.0
4754,2020,3,Thu,Jaguars,Dolphins,1.0,0,1.0,57.0,53.0,465.0,256.0,721.0,2.0,588.0,211.0,799.0,2.0,Doug Marrone,Jay Gruden,Todd Wash,Gardner Minshew,0.0
4770,2019,3,Thu,Jaguars,Titans,1.0,0,0.0,38.0,53.0,525.0,184.0,709.0,3.0,515.0,239.0,754.0,0.0,Doug Marrone,John DeFilippo,Todd Wash,Gardner Minshew,1.0
4786,2018,3,Sun,Jaguars,Titans,1.0,0,2.0,51.0,35.0,544.0,241.0,785.0,3.0,430.0,196.0,626.0,3.0,Doug Marrone,Nathaniel Hackett,Todd Wash,Blake Bortles,0.0
4802,2017,3,Sun,Jaguars,Ravens,1.0,0,1.0,45.0,44.0,336.0,254.0,590.0,3.0,321.0,272.0,593.0,5.0,Doug Marrone,Nathaniel Hackett,Todd Wash,Blake Bortles,1.0
4818,2016,3,Sun,Jaguars,Ravens,1.0,0,0.0,37.0,65.0,619.0,117.0,736.0,4.0,406.0,245.0,651.0,1.0,Gus Bradley,Greg Olson,Todd Wash,Blake Bortles,0.0
4834,2015,3,Sun,Jaguars,Patriots,0.0,0,1.0,32.0,40.0,442.0,219.0,661.0,3.0,502.0,147.0,649.0,1.0,Gus Bradley,Greg Olson,Bob Babich,Blake Bortles,0.0
4850,2014,3,Sun,Jaguars,Colts,1.0,0,0.0,27.0,75.0,365.0,89.0,454.0,2.0,533.0,336.0,869.0,3.0,Gus Bradley,Jedd Fisch,Bob Babich,Blake Bortles,0.0
4866,2013,3,Sun,Jaguars,Seahawks,0.0,0,0.0,11.0,47.0,321.0,105.0,426.0,2.0,285.0,347.0,632.0,1.0,Gus Bradley,Jedd Fisch,Bob Babich,Chad Henne,0.0
4882,2012,3,Sun,Jaguars,Colts,0.0,0,0.0,30.0,53.0,294.0,178.0,472.0,2.0,461.0,339.0,800.0,1.0,Mike Mularkey,Bob Bratkowski,Mel Tucker,Blaine Gabbert,1.0
4898,2011,3,Sun,Jaguars,Panthers,0.0,0,1.0,19.0,46.0,251.0,275.0,526.0,5.0,431.0,144.0,575.0,3.0,Jack Del Rio,Dirk Koetter,Mel Tucker,Blaine Gabbert,0.0
4914,2010,3,Sun,Jaguars,Eagles,1.0,0,1.0,37.0,55.0,444.0,205.0,649.0,6.0,600.0,240.0,840.0,5.0,Jack Del Rio,Dirk Koetter,Mel Tucker,David Garrard,0.0
4930,2020,3,Thu,Dolphins,Jaguars,0.0,0,0.0,39.0,52.0,493.0,186.0,679.0,3.0,551.0,329.0,880.0,2.0,Brian Flores,Chan Gailey,Josh Boyer,Ryan Fitzpatrick,1.0
4946,2019,3,Sun,Dolphins,Cowboys,0.0,0,0.0,10.0,102.0,321.0,63.0,384.0,7.0,633.0,389.0,1022.0,1.0,Brian Flores,Chad O'Shea,Patrick Graham,Ryan Fitzpatrick,0.0
4962,2018,3,Sun,Dolphins,Raiders,1.0,0,2.0,47.0,32.0,344.0,255.0,599.0,4.0,540.0,158.0,698.0,6.0,Adam Gase,Dowell Loggains,Matt Burke,Ryan Tannehill,1.0
4977,2017,3,Sun,Dolphins,Jets,0.0,0,1.0,19.0,17.0,225.0,111.0,336.0,0.0,323.0,44.0,367.0,0.0,Adam Gase,Clyde Christensen,Matt Burke,Jay Cutler,0.0
4994,2016,3,Sun,Dolphins,Browns,1.0,0,0.0,34.0,43.0,537.0,134.0,671.0,4.0,542.0,273.0,815.0,3.0,Adam Gase,Clyde Christensen,Vance Joseph,Ryan Tannehill,1.0
5010,2015,3,Sun,Dolphins,Bills,1.0,0,1.0,37.0,33.0,526.0,116.0,642.0,1.0,461.0,284.0,745.0,2.0,Joe Philbin,Bill Lazor,Kevin Coyle,Ryan Tannehill,0.0
5026,2014,3,Sun,Dolphins,Chiefs,1.0,0,1.0,43.0,49.0,379.0,271.0,650.0,5.0,428.0,202.0,630.0,2.0,Joe Philbin,Bill Lazor,Kevin Coyle,Ryan Tannehill,0.0
5042,2013,3,Sun,Dolphins,Falcons,1.0,0,2.0,47.0,30.0,552.0,121.0,673.0,2.0,559.0,180.0,739.0,4.0,Joe Philbin,Mike Sherman,Kevin Coyle,Ryan Tannehill,1.0
5058,2012,3,Sun,Dolphins,Jets,1.0,0,1.0,45.0,43.0,388.0,339.0,727.0,4.0,627.0,106.0,733.0,1.0,Joe Philbin,Mike Sherman,Kevin Coyle,Ryan Tannehill,0.0
5074,2011,3,Sun,Dolphins,Browns,0.0,0,0.0,37.0,61.0,543.0,251.0,794.0,3.0,723.0,244.0,967.0,1.0,Tony Sparano,Brian Daboll,Mike Nolan,Chad Henne,0.0
5090,2010,3,Sun,Dolphins,Jets,1.0,0,2.0,29.0,20.0,270.0,252.0,522.0,2.0,324.0,206.0,530.0,4.0,Tony Sparano,Dan Henning,Mike Nolan,Chad Henne,0.0
5106,2020,3,Sun,Patriots,Raiders,1.0,0,1.0,51.0,46.0,537.0,284.0,821.0,2.0,457.0,241.0,698.0,4.0,Bill Belichick,Josh McDaniels,Bill Belichick,Cam Newton,1.0
5122,2019,3,Sun,Patriots,Jets,1.0,0,2.0,76.0,3.0,621.0,223.0,844.0,1.0,418.0,74.0,492.0,5.0,Bill Belichick,Josh McDaniels,Bill Belichick,Tom Brady,1.0
5138,2018,3,Sun,Patriots,Lions,0.0,0,1.0,47.0,51.0,487.0,204.0,691.0,4.0,534.0,271.0,805.0,4.0,Bill Belichick,Josh McDaniels,Bill Belichick,Tom Brady,0.0
5154,2017,3,Sun,Patriots,Texans,1.0,0,1.0,63.0,62.0,683.0,243.0,926.0,0.0,700.0,266.0,966.0,1.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5170,2016,3,Thu,Patriots,Texans,1.0,0,2.0,54.0,45.0,559.0,267.0,826.0,3.0,639.0,162.0,801.0,4.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5186,2015,3,Sun,Patriots,Jaguars,1.0,0,2.0,68.0,53.0,732.0,136.0,868.0,2.0,519.0,294.0,813.0,4.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5202,2014,3,Sun,Patriots,Raiders,1.0,0,1.0,50.0,40.0,368.0,239.0,607.0,2.0,332.0,245.0,577.0,7.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5218,2013,3,Sun,Patriots,Buccaneers,1.0,0,2.0,36.0,31.0,451.0,212.0,663.0,3.0,339.0,265.0,604.0,6.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5234,2012,3,Sun,Patriots,Ravens,0.0,0,1.0,52.0,33.0,525.0,252.0,777.0,1.0,404.0,122.0,526.0,4.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,0.0
5250,2011,3,Sun,Patriots,Bills,0.0,0,2.0,73.0,45.0,926.0,200.0,1126.0,1.0,762.0,196.0,958.0,5.0,Bill Belichick,Bill O'Brien,Bill Belichick,Tom Brady,0.0
5266,2010,3,Sun,Patriots,Bills,1.0,0,1.0,52.0,52.0,497.0,170.0,667.0,3.0,541.0,223.0,764.0,2.0,Bill Belichick,Bill Belichick,Bill Belichick,Tom Brady,1.0
5282,2020,3,Sun,Bills,Rams,1.0,0,2.0,58.0,45.0,717.0,210.0,927.0,3.0,513.0,151.0,664.0,2.0,Sean McDermott,Brian Daboll,Leslie Frazier,Josh Allen,1.0
5298,2019,3,Sun,Bills,Bengals,1.0,0,2.0,45.0,30.0,479.0,279.0,758.0,4.0,396.0,197.0,593.0,3.0,Sean McDermott,Brian Daboll,Leslie Frazier,Josh Allen,1.0
5314,2018,3,Sun,Bills,Vikings,0.0,0,0.0,23.0,78.0,279.0,167.0,446.0,4.0,492.0,226.0,718.0,1.0,Sean McDermott,Brian Daboll,Leslie Frazier,Josh Allen,1.0
5330,2017,3,Sun,Bills,Broncos,1.0,0,1.0,24.0,21.0,325.0,259.0,584.0,1.0,354.0,115.0,469.0,2.0,Sean McDermott,Rick Dennison,Leslie Frazier,Tyrod Taylor,1.0
5346,2016,3,Sun,Bills,Cardinals,1.0,0,0.0,38.0,50.0,402.0,151.0,553.0,1.0,595.0,206.0,801.0,2.0,Rex Ryan,Greg Roman,Dennis Thurman,Tyrod Taylor,1.0
5362,2015,3,Sun,Bills,Dolphins,0.0,0,1.0,59.0,54.0,384.0,307.0,691.0,3.0,691.0,120.0,811.0,5.0,Rex Ryan,Greg Roman,Dennis Thurman,Tyrod Taylor,1.0
5378,2014,3,Sun,Bills,Chargers,1.0,0,2.0,52.0,30.0,369.0,306.0,675.0,1.0,551.0,166.0,717.0,5.0,Doug Marrone,Nathaniel Hackett,Jim Schwartz,Kyle Orton,0.0
5394,2013,3,Sun,Bills,Jets,0.0,0,1.0,45.0,46.0,437.0,285.0,722.0,4.0,456.0,283.0,739.0,4.0,Doug Marrone,Nathaniel Hackett,Mike Pettine,EJ Manuel,0.0
5410,2012,3,Sun,Bills,Browns,0.0,0,1.0,63.0,65.0,373.0,396.0,769.0,4.0,538.0,268.0,806.0,4.0,Chan Gailey,Curtis Modkins,Dave Wannstedt,Ryan Fitzpatrick,1.0
5426,2011,3,Sun,Bills,Patriots,1.0,0,2.0,79.0,42.0,459.0,386.0,845.0,2.0,428.0,239.0,667.0,5.0,Chan Gailey,Curtis Modkins,George Edwards,Ryan Fitzpatrick,1.0
5442,2010,3,Sun,Bills,Patriots,0.0,0,0.0,17.0,49.0,178.0,174.0,352.0,2.0,419.0,223.0,642.0,0.0,Chan Gailey,Curtis Modkins,George Edwards,Ryan Fitzpatrick,0.0
5458,2020,3,Sun,Titans,Vikings,0.0,0,2.0,49.0,44.0,478.0,253.0,731.0,0.0,531.0,272.0,803.0,3.0,Mike Vrabel,Arthur Smith,Mike Vrabel,Ryan Tannehill,1.0
5474,2019,3,Thu,Titans,Jaguars,0.0,0,1.0,60.0,32.0,335.0,247.0,582.0,0.0,365.0,269.0,634.0,5.0,Mike Vrabel,Arthur Smith,Dean Pees,Ryan Tannehill,0.0
5490,2018,3,Sun,Titans,Jaguars,0.0,0,1.0,40.0,44.0,403.0,216.0,619.0,3.0,511.0,268.0,779.0,3.0,Mike Vrabel,Matt LaFleur,Dean Pees,Marcus Mariota,1.0
5506,2017,3,Sun,Titans,Seahawks,1.0,0,1.0,53.0,42.0,466.0,274.0,740.0,1.0,461.0,208.0,669.0,3.0,Mike Mularkey,Terry Robiskie,Dick LeBeau,Marcus Mariota,1.0
5522,2016,3,Sun,Titans,Raiders,1.0,0,1.0,32.0,40.0,476.0,203.0,679.0,4.0,474.0,202.0,676.0,1.0,Mike Mularkey,Terry Robiskie,Dick LeBeau,Marcus Mariota,0.0
5538,2015,3,Sun,Titans,Colts,1.0,0,1.0,56.0,42.0,404.0,290.0,694.0,4.0,339.0,208.0,547.0,2.0,Ken Whisenhunt,Jason Michael,Ray Horton,Marcus Mariota,0.0
5554,2014,3,Sun,Titans,Bengals,0.0,0,1.0,36.0,36.0,475.0,244.0,719.0,2.0,326.0,287.0,613.0,4.0,Ken Whisenhunt,Jason Michael,Ray Horton,Zach Mettenberger,0.0
5570,2013,3,Sun,Titans,Chargers,1.0,0,1.0,40.0,39.0,246.0,231.0,477.0,0.0,443.0,203.0,646.0,4.0,Mike Munchak,Dowell Loggains,Jerry Gray,Ryan Fitzpatrick,1.0
5586,2012,3,Sun,Titans,Lions,1.0,0,0.0,23.0,72.0,438.0,58.0,496.0,3.0,496.0,310.0,806.0,1.0,Mike Munchak,Chris Palmer,Jerry Gray,Jake Locker,1.0
5602,2011,3,Sun,Titans,Broncos,1.0,0,1.0,40.0,29.0,607.0,117.0,724.0,2.0,344.0,208.0,552.0,4.0,Mike Munchak,Chris Palmer,Jerry Gray,Matt Hasselbeck,1.0
5618,2010,3,Sun,Titans,Giants,0.0,0,1.0,49.0,32.0,332.0,251.0,583.0,8.0,171.0,242.0,413.0,3.0,Jeff Fisher,Mike Heimerdinger,Chuck Cecil,Vince Young,1.0
