Year,Week,Day,Base_Team,Opp,Home,After_Bye,Wins Tally,PF Tally,PA Tally,OPassY Tally,ORushY Tally,OTotYd Tally,TO_lost Tally,DPassY Tally,DRushY Tally,DTotYd Tally,TO_won Tally,Head_Coach,OC,DC,QB,Results
2016,1.0,Mon,Rams,49ers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Fisher,Rob Boras,Gregg Williams,Case Keenum,0.0
2015,1.0,Sun,Rams,Seahawks,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Fisher,Rob Boras,Gregg Williams,Nick Foles,1.0
2014,1.0,Sun,Rams,Vikings,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Fisher,Brian Schottenheimer,Gregg Williams,Shaun Hill,0.0
2013,1.0,Sun,Rams,Cardinals,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Fisher,Brian Schottenheimer,Tim Walton,Sam Bradford,1.0
2012,1.0,Sun,Rams,Lions,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Fisher,Brian Schottenheimer,Jeff Fisher,Sam Bradford,0.0
2011,1.0,Sun,Rams,Eagles,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Spagnuolo,Josh McDaniels,Ken Flajole,Sam Bradford,0.0
2010,1.0,Sun,Rams,Cardinals,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Spagnuolo,Pat Shurmur,Ken Flajole,Sam Bradford,0.0
2020,1.0,Sun,Ravens,Browns,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Greg Roman,Don Martindale,Lamar Jackson,1.0
2019,1.0,Sun,Ravens,Dolphins,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Greg Roman,Don Martindale,Lamar Jackson,1.0
2018,1.0,Sun,Ravens,Bills,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Marty Mornhinweg,Don Martindale,Joe Flacco,1.0
2017,1.0,Sun,Ravens,Bengals,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Marty Mornhinweg,Dean Pees,Joe Flacco,1.0
2016,1.0,Sun,Ravens,Bills,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Marc Trestman,Dean Pees,Joe Flacco,1.0
2015,1.0,Sun,Ravens,Broncos,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Marc Trestman,Dean Pees,Joe Flacco,0.0
2014,1.0,Sun,Ravens,Bengals,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Gary Kubiak,Dean Pees,Joe Flacco,0.0
2013,1.0,Thu,Ravens,Broncos,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Jim Caldwell,Dean Pees,Joe Flacco,0.0
2012,1.0,Mon,Ravens,Bengals,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Cam Cameron,Dean Pees,Joe Flacco,1.0
2011,1.0,Sun,Ravens,Steelers,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Cam Cameron,Chuck Pagano,Joe Flacco,1.0
2010,1.0,Mon,Ravens,Jets,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Harbaugh,Cam Cameron,Greg Mattison,Joe Flacco,1.0
2020,1.0,Sun,Saints,Buccaneers,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Dennis Allen,Drew Brees,1.0
2019,1.0,Mon,Saints,Texans,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Dennis Allen,Drew Brees,1.0
2018,1.0,Sun,Saints,Buccaneers,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Dennis Allen,Drew Brees,0.0
2017,1.0,Mon,Saints,Vikings,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Dennis Allen,Drew Brees,0.0
2016,1.0,Sun,Saints,Raiders,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Dennis Allen,Drew Brees,0.0
2015,1.0,Sun,Saints,Cardinals,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Rob Ryan,Drew Brees,0.0
2014,1.0,Sun,Saints,Falcons,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Rob Ryan,Drew Brees,0.0
2013,1.0,Sun,Saints,Falcons,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Rob Ryan,Drew Brees,1.0
2012,1.0,Sun,Saints,Washington,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Kromer,Pete Carmichael,Steve Spagnuolo,Drew Brees,0.0
2011,1.0,Thu,Saints,Packers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Gregg Williams,Drew Brees,0.0
2010,1.0,Thu,Saints,Vikings,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Payton,Pete Carmichael,Gregg Williams,Drew Brees,1.0
2020,1.0,Sun,Seahawks,Falcons,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Brian Schottenheimer,Ken Norton,Russell Wilson,1.0
2019,1.0,Sun,Seahawks,Bengals,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Brian Schottenheimer,Ken Norton,Russell Wilson,1.0
2018,1.0,Sun,Seahawks,Broncos,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Brian Schottenheimer,Ken Norton,Russell Wilson,0.0
2017,1.0,Sun,Seahawks,Packers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Darrell Bevell,Kris Richard,Russell Wilson,0.0
2016,1.0,Sun,Seahawks,Dolphins,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Darrell Bevell,Kris Richard,Russell Wilson,1.0
2015,1.0,Sun,Seahawks,Rams,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Darrell Bevell,Kris Richard,Russell Wilson,0.0
2014,1.0,Thu,Seahawks,Packers,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Darrell Bevell,Dan Quinn,Russell Wilson,1.0
2013,1.0,Sun,Seahawks,Panthers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Darrell Bevell,Dan Quinn,Russell Wilson,1.0
2012,1.0,Sun,Seahawks,Cardinals,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Darrell Bevell,Gus Bradley,Russell Wilson,0.0
2011,1.0,Sun,Seahawks,49ers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Darrell Bevell,Gus Bradley,Tarvaris Jackson,0.0
2010,1.0,Sun,Seahawks,49ers,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Carroll,Jeremy Bates,Gus Bradley,Matt Hasselbeck,1.0
2020,1.0,Mon,Steelers,Giants,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Randy Fichtner,Keith Butler,Ben Roethlisberger,1.0
2019,1.0,Sun,Steelers,Patriots,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Randy Fichtner,Keith Butler,Mason Rudolph,0.0
2018,1.0,Sun,Steelers,Browns,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Randy Fichtner,Keith Butler,Ben Roethlisberger,0.0
2017,1.0,Sun,Steelers,Browns,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Todd Haley,Keith Butler,Ben Roethlisberger,1.0
2016,1.0,Mon,Steelers,Washington,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Todd Haley,Keith Butler,Ben Roethlisberger,1.0
2015,1.0,Thu,Steelers,Patriots,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Todd Haley,Keith Butler,Ben Roethlisberger,0.0
2014,1.0,Sun,Steelers,Browns,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Todd Haley,Dick LeBeau,Ben Roethlisberger,1.0
2013,1.0,Sun,Steelers,Titans,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Todd Haley,Dick LeBeau,Ben Roethlisberger,0.0
2012,1.0,Sun,Steelers,Broncos,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Todd Haley,Dick LeBeau,Ben Roethlisberger,0.0
2011,1.0,Sun,Steelers,Ravens,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Ben Roethlisberger,0.0
2010,1.0,Sun,Steelers,Falcons,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Ben Roethlisberger,1.0
2020,1.0,Thu,Texans,Chiefs,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill O'Brien,Tim Kelly,Anthony Weaver,Deshaun Watson,0.0
2019,1.0,Mon,Texans,Saints,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill O'Brien,Tim Kelly,Romeo Crennel,Deshaun Watson,0.0
2018,1.0,Sun,Texans,Patriots,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill O'Brien,Bill O'Brien,Romeo Crennel,Deshaun Watson,0.0
2017,1.0,Sun,Texans,Jaguars,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill O'Brien,Bill O'Brien,Mike Vrabel,Tom Savage,0.0
2016,1.0,Sun,Texans,Bears,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill O'Brien,George Godsey,Romeo Crennel,Brock Osweiler,1.0
2015,1.0,Sun,Texans,Chiefs,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill O'Brien,George Godsey,Romeo Crennel,Brian Hoyer,0.0
2014,1.0,Sun,Texans,Washington,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill O'Brien,Bill O'Brien,Romeo Crennel,Ryan Fitzpatrick,1.0
2013,1.0,Mon,Texans,Chargers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Kubiak,Rick Dennison,Wade Phillips,Matt Schaub,1.0
2012,1.0,Sun,Texans,Dolphins,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Kubiak,Rick Dennison,Wade Phillips,Matt Schaub,1.0
2011,1.0,Sun,Texans,Colts,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Kubiak,Rick Dennison,Wade Phillips,Matt Leinart,1.0
2010,1.0,Sun,Texans,Colts,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Kubiak,Rick Dennison,Frank Bush,Matt Schaub,1.0
2020,1.0,Mon,Titans,Broncos,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Vrabel,Arthur Smith,Mike Vrabel,Ryan Tannehill,1.0
2019,1.0,Sun,Titans,Browns,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Vrabel,Arthur Smith,Dean Pees,Ryan Tannehill,1.0
2018,1.0,Sun,Titans,Dolphins,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Vrabel,Matt LaFleur,Dean Pees,Marcus Mariota,0.0
2017,1.0,Sun,Titans,Raiders,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Mularkey,Terry Robiskie,Dick LeBeau,Marcus Mariota,0.0
2016,1.0,Sun,Titans,Vikings,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Mularkey,Terry Robiskie,Dick LeBeau,Marcus Mariota,0.0
2015,1.0,Sun,Titans,Buccaneers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ken Whisenhunt,Jason Michael,Ray Horton,Marcus Mariota,1.0
2014,1.0,Sun,Titans,Chiefs,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ken Whisenhunt,Jason Michael,Ray Horton,Zach Mettenberger,1.0
2013,1.0,Sun,Titans,Steelers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Munchak,Dowell Loggains,Jerry Gray,Ryan Fitzpatrick,1.0
2012,1.0,Sun,Titans,Patriots,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Munchak,Chris Palmer,Jerry Gray,Jake Locker,0.0
2011,1.0,Sun,Titans,Jaguars,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Munchak,Chris Palmer,Jerry Gray,Matt Hasselbeck,0.0
2010,1.0,Sun,Titans,Raiders,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Fisher,Mike Heimerdinger,Chuck Cecil,Vince Young,1.0
2020,1.0,Sun,Vikings,Packers,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Zimmer,Gary Kubiak,Andre Patterson,Kirk Cousins,0.0
2019,1.0,Sun,Vikings,Falcons,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Zimmer,Kevin Stefanski,George Edwards,Kirk Cousins,1.0
2018,1.0,Sun,Vikings,49ers,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Zimmer,John DeFilippo,George Edwards,Kirk Cousins,1.0
2017,1.0,Mon,Vikings,Saints,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Zimmer,Pat Shurmur,George Edwards,Case Keenum,1.0
2016,1.0,Sun,Vikings,Titans,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Zimmer,Norv Turner,George Edwards,Shaun Hill,1.0
2015,1.0,Mon,Vikings,49ers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Zimmer,Norv Turner,George Edwards,Teddy Bridgewater,0.0
2014,1.0,Sun,Vikings,Rams,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Zimmer,Norv Turner,George Edwards,Teddy Bridgewater,1.0
2013,1.0,Sun,Vikings,Lions,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leslie Frazier,Bill Musgrave,Alan Williams,Christian Ponder,0.0
2012,1.0,Sun,Vikings,Jaguars,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leslie Frazier,Bill Musgrave,Alan Williams,Christian Ponder,1.0
2011,1.0,Sun,Vikings,Chargers,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leslie Frazier,Bill Musgrave,Fred Pagac,Christian Ponder,0.0
2010,1.0,Thu,Vikings,Saints,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brad Childress,Darrell Bevell,Leslie Frazier,Brett Favre,0.0
2020,1.0,Sun,Washington,Eagles,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ron Rivera,Scott Turner,Jack Del Rio,Dwayne Haskins,1.0
2019,1.0,Sun,Washington,Eagles,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jay Gruden,Kevin O'Connell,Greg Manusky,Case Keenum,0.0
2018,1.0,Sun,Washington,Cardinals,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jay Gruden,Matt Cavanaugh,Greg Manusky,Alex Smith,1.0
2017,1.0,Sun,Washington,Eagles,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jay Gruden,Matt Cavanaugh,Greg Manusky,Kirk Cousins,0.0
2016,1.0,Mon,Washington,Steelers,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jay Gruden,Sean McVay,Joe Barry,Kirk Cousins,0.0
2015,1.0,Sun,Washington,Dolphins,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jay Gruden,Sean McVay,Joe Barry,Kirk Cousins,0.0
2014,1.0,Sun,Washington,Texans,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jay Gruden,Sean McVay,Jim Haslett,Robert Griffin III,0.0
2013,1.0,Mon,Washington,Eagles,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Robert Griffin III,0.0
2012,1.0,Sun,Washington,Saints,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Robert Griffin III,1.0
2011,1.0,Sun,Washington,Giants,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Rex Grossman,1.0
2010,1.0,Sun,Washington,Cowboys,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Donovan McNabb,1.0
